Location_Name	County	Operator	Type	Address	City	State_province	Zip	Country_ISO3166_alpha2	Phone	URL	Languages	Devices_available	Accessibility	Clients	Public	lon	lat
Tumwater Timberland Library	Thurston	Timberland Regional Library	Library	7023 New Market St SW	Tumwater		98501-6563	US	[+1] 360-943-7790	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.9128874	46.98520585
Touchet Library	Walla Walla	Walla Walla Rural Library District	Library	161 Hanson Rd	Touchet		99361	US	[+1] 509-394-2329	http://www.wwrurallibrary.com/branches/touchet	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.6744155	46.04341085
Newport Way Library	King	King County Library System	Library	14250 SE Newport Way	Bellevue		98006	US	[+1] 425-747-2390	http://www.kcls.org/newportway/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.1484696	47.56998301
Delridge Neighborhood Service Center	King	Delridge Neighborhood Service Center	Government/Public Community Center	5405 Delridge Way S.W.	Seattle		98106	US	[+1] 206-233-5061	http://www.seattle.gov/neighborhoods/nsc/delridge.htm		Computer	None	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Small Businesses, Youth: Pre-teen, Youth: Teen	All Public	-122.3630769	47.55364449
Ritzville Public Library		Ritzville Public Library	Library	302 W Main Ave	Ritzville		99169-1412	US	[+1] 509-659-1222	http://www.ritzcom.net/ritzlib	English, Spanish	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.3816889	47.1262233
Rainier Computer Lab	King	Associated Recreation Council - RecTech	Government/Public Community Center	4600 38th Ave S	Seattle		98118	US	[+1] 206-386-1919	http://www.seattle.gov/parks/rectech/labs/rainier/	English	Computer, Wi-Fi	None	Adults, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2848419	47.56174154
Hoodsport Timberland Library	Mason	Timberland Regional Library	Library	40 N Schoolhouse Hill Rd	Hoodsport		98548-0847	US	[+1] 360-877-9339	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-123.1418517	47.40511031
Southeast Yakima Library	Yakima	Yakima Valley Libraries	Library	1211 S 7th St	Yakima		98901-3509	US	[+1] 509-576-0723	http://www.yvl.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.4927188	46.5878604
East Side Library	Spokane	Spokane Public Library	Library	4904 W Barnes Rd	Spokane		99208-9155	US	[+1] 509-444-5376	http://www.spokanelibrary.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.4824811	47.74089017
North Spokane Library	Spokane	Spokane County Library District	Library	44 E Hawthorne Rd	Spokane		99218-1597	US	[+1] 509-893-8350	http://www.scld.org	English	Computer, Wi-Fi	Blind/LV, Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.4097242	47.75116089
Roslyn Public Library	Kittitas	Roslyn Public Library	Library	109 S. First Street	Roslyn		98941	US	[+1] 509-649-3420	http://www.roslynlibrary.org/	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.992562	47.22217921
Okanogan Community Library	Okanogan	North Central Regional Library	Library	228 Pine Street	Okanogan		98840	US	[+1] 509-422-2609	http://www.ncrl.org/okanogan.htm	English, Russian, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-119.5809	48.36409579
Stanwood Library	Snohomish	Sno-Isle Libraries	Library	9701 271st St NW	Stanwood		98292-8097	US	[+1] 360-629-3132	http://www.sno-isle.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3638302	48.24211831
Horn of Africa Services	King	Horn of Africa Services	Human Services/Non-profit (non-residential)	4714 Rainier Avenue SouthSuite 105	Seattle		98118	US	[+1] 206-760-0550	http://hoas.org/	Amharic, Oromo, Somali, Tigrinya	Computer	None	Adults, Immigrants/Refugees, Low Income, Small Businesses, Youth: Teen	All Public	-122.2864614	47.56018874
Selah Library	Yakima	Yakima Valley Libraries	Library	106 South Second Street	Yakima		98942	US	[+1] 509-698-7345	http://www.yvl.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.5040364	46.60116869
Southeast Neighborhood Service Center	King	Southeast Neighborhood Service Center	Government/Public Community Center	3815 S Othello St. Suite 105	Seattle		98118	US	[+1] 206-233-5061	http://www.seattle.gov/neighborhoods/nsc/southeast.htm		Computer	None	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Small Businesses, Youth: Pre-teen, Youth: Teen	All Public	-122.2844583	47.53697851
Broadview Branch	King	Seattle Public Library	Library	12755 Greenwood Ave. N.	Seattle		98133	US	[+1] 206-684-7519	http://www.spl.org/locations/broadview-branch/bro-computers-and-equipment	English, Language Line Services	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3556104	47.72291272
Richland Public Library	Benton	Richland Public Library	Library	955 Northgate Dr	Richland		99352-3539	US	[+1] 509-943-7450	http://www.richland.lib.wa.us	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-119.2780675	46.27977066
University Neighborhood Service Center	King	University Neighborhood Service Center	Government/Public Community Center	4534 University Way NE	Seattle		98105	US	[+1] 206-233-5061	http://www.seattle.gov/neighborhoods/nsc/university.htm		Computer	None	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Small Businesses, Youth: Pre-teen, Youth: Teen	All Public	-122.3130455	47.66237037
Jefferson Terrace Computer Lab	King	Jefferson Terrace Computer Lab Committee, Seattle Housing Authority, and Full Life Care	Housing	800 Jefferson Street	Seattle		98104-2401	US	[+1] 206-382-0763	http://www.seattlehousing.org/housing/public/locations/jefferson-terrace/	English	Computer, Wi-Fi	Blind/LV, Wheelchair accessible	Adults, Disabled, Immigrants/Refugees, Low Income, On-site Residents, Seniors	Limited Users	-122.325182	47.604519
Kenmore Library	King	King County Library System	Library	6531 NE 181 St	Kenmore		98028-2703	US	[+1] 425-486-8747	http://www.kcls.org/kenmore/	English, Language Line Services	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2523233	47.75954211
Packwood Timberland Library	Lewis	Timberland Regional Library	Library	109 W. Main Street	Packwood		98361-0589	US	[+1] 360-494-5111	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-121.66939	46.61019
Maple Valley Library	King	King County Library System	Library	21844 SE 248th St	Maple Valley		98083-8582	US	[+1] 425-432-4620	http://www.kcls.org/maplevalley/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.0490495	47.37964151
New Futures Windsor Heights	King	New Futures	Housing	17229 32nd Ave SCommunity Center	SeaTac		98188	US	[+1] 206-901-0180	http://newfutures.org/our-programs/our-sites/windsor-heights/	English, Spanish	Computer	None	On-site Residents	Limited Users	-122.27426	47.43406
Fife Library	Pierce	Pierce County Library Sytem	Library	6622 20th St. E	Fife		98424	US	[+1] 253-548-3323	http://www.piercecountylibrary.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3411493	47.23896955
Lake Forest Park Library	King	King County Library System	Library	17171 Bothell Way NE	Lake Forest Park		98155-5534	US	[+1] 206-362-8860	http://www.kcls.org/lakeforestpark/	English, Language Line Services	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2789252	47.75259035
DuPont Library	Pierce	Pierce County Library Sytem	Library	1450 Wilminton Dr	DuPont		98237-8771	US	[+1] 253-548-3326	http://www.piercecountylibrary.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.6422098	47.09046875
Redmond Library	King	King County Library System	Library	15990 NE 85th St	Redmond		98052-3531	US	[+1] 425-885-1861	http://www.kcls.org/redmond/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.1296018	47.67857615
Mattawa Community Library	Grant	North Central Regional Library	Library	101 Manson Lane	Mattawa		99349	US	[+1] 509-932-5507	http://www.ncrl.org/mattawa.htm	English, Russian, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-119.9	46.73777
Federal Way 320th Library	King	King County Library System	Library	848 S 320th St	Federal Way		98003-5346	US	[+1] 253-839-0257	http://www.kcls.org/320th/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3214272	47.3151871
Longview Public Library	Cowlitz	Longview Public Library	Library	1600 Louisiana St	Longview		98632-2993	US	[+1] 360-442-5300	http://www.longviewlibrary.org/	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.9381463	46.14020488
University Place Library	Pierce	Pierce County Library Sytem	Library	3609 Market Place W.	Pierce		98375	US	[+1] 253-548-3307	http://www.piercecountylibrary.org	Chinese, English, Korean, Russian, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.536231	47.225832
Aberdeen Timberland Library	Grays Harbor	Timberland Regional Library	Library	121 E Market St	Aberdeen		98520-5292	US	[+1] 360-533-2360	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-123.8177012	46.97558511
Wenatchee Community Library	Chelan	North Central Regional Library	Library	310 Douglas St	Wenatchee		98801-2864	US	[+1] 509-662-5021	http://www.ncrl.org/wenatchee.htm	English, Russian, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.3143922	47.42330359
Federal Way Library	King	King County Library System	Library	34200 1st Way S	Federal Way		98003-6508	US	[+1] 253-838-3668	http://www.kcls.org/federalway/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3325248	47.29482645
Montesano Timberland Library	Grays Harbor	Timberland Regional Library	Library	121 South 4th Street	Montesano		98563-3794	US	[+1] 360-249-4211	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-123.6054246	46.98090766
Lynden Public Library	Whatcom	Whatcom County Library System	Library	216 4th St	Lynden		98264-1980	US	[+1] 360-354-4883	http://www.wcls.org	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.4525525	48.94430649
Northeast Branch	King	Seattle Public Library	Library	6801 35th Ave. N.E.	Seattle		98115	US	[+1] 206-684-7539	http://www.spl.org/locations/northeast-branch/net-computers-and-equipment	English, Language Line Services	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2903826	47.67785669
Airway Heights Library	Spokane	Spokane County Library District	Library	1213 S. Lundstrom St	Airway Heights		99001	US	[+1] 509-893-8250	http://www.scld.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.5930797	47.64449184
White Center Library	King	King County Library System	Library	11220 16th Ave Sw	Seattle		98146-3579	US	[+1] 206-243-0233	http://www.kcls.org/whitecenter/	English, Language Line Services	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3551518	47.50188635
Chinese Information and Service Center	King	Chinese Information and Service Center	Human Services/Non-profit (non-residential)	611 S Lane St	Seattle		98104	US	[+1] 206-624-5633	http://www.cisc-seattle.org/	Chinese, Cantonese, Mandarin, Toisanese, Taiwanese, Hakka, Chiuchow, Shanghainese, Fukienese	Computer, Wi-Fi	Blind/LV, None, Wheelchair accessible	Adults, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3256336	47.59660705
Central Neighborhood Service Center	King	Central Neighborhood Service Center	Government/Public Community Center	2301 S. Jackson St	Seattle		98144	US	[+1] 206-233-5061	http://www.seattle.gov/neighborhoods/nsc/central.htm	English	Computer	None	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Small Businesses, Youth: Pre-teen, Youth: Teen	All Public	-122.301416	47.598465
Jack Straw Productions	King	Jack Straw Productions	Human Services/Non-profit (non-residential)	4261 Roosevelt Way NE	Seattle		98105-6999	US	[+1] 206-634-0919	http://www.jackstraw.org	English	Computer	Blind/LV	Adults, Youth: Pre-teen, Youth: Teen	Limited Users	-122.3178119	47.65930368
Mountlake Terrace Library	Snohomish	Sno-Isle Libraries	Library	23300 58th Ave W	Mountlake Terrace		98043-4630	US	[+1] 425-776-8722	http://www.sno-isle.org	Chinese, English, Spanish, French, ASL	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.311186	47.78745909
Skykomish Library	King	King County Library System	Library	100 5th St	Skykomish		98288	US	[+1] 360-677-2660	http://www.kcls.org/skykomish/	English, Language Line Services	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-121.360785	47.70866834
Winthrop Community Library	Okanogan	North Central Regional Library	Library	49 Highway 20	Winthrop		98862	US	[+1] 509-996-2685	http://www.ncrl.org/Winthrop.htm	English, Russian, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.17756	48.47373
Kingsgate Library	King	King County Library System	Library	12315 NE 143rd St	Kirkland		98034-1415	US	[+1] 425-821-7686	http://www.kcls.org/kingsgate/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.1763216	47.73000838
Naselle Timberland Library	Pacific	Timberland Regional Library	Library	4 Parpala Road	Naselle		98638-0190	US	[+1] 360-484-3877	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-123.8121614	46.3658088
Ephrata Community Library	Grant	North Central Regional Library	Library	45 Alder St NW	Ephrata		98823	US	[+1] 509-754-3971	http://www.ncrl.org/Ephrata.htm	English, Russian, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-119.549841	47.320787
Olympia Timberland Library	Thurston	Timberland Regional Library	Library	313 8th Ave SE	Olympia		98501-1307	US	[+1] 360-352-0595	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.8980545	47.04171226
Magnolia Branch	King	Seattle Public Library	Faith-based	2801 34th Ave. W.	Seattle		98199	US	[+1] 206-386-4225	http://www.spl.org/locations/magnolia-branch/mag-computers-and-equipment	English, Language Line Services	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.4010352	47.64514835
Prescott Library	Walla Walla	Walla Walla Rural Library District	Library	103 S D Street	Prescott		99348	US	[+1] 509-849-2411	http://www.wwrurallibrary.com/branches/prescott	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.3147587	46.29941186
Raymond Timberland Library	Pacific	Timberland Regional Library	Library	507 Duryea St	Raymond		98577-1829	US	[+1] 360-942-2408	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-123.730828	46.6866428
Plaza Library	Walla Walla	Walla Walla Rural Library District	Library	1640 Plaza Way	Walla Walla		99362	US	[+1] 509-525-5161	http://www.wwrurallibrary.com/branches/plaza	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.346107	46.04818
Orting Library	Pierce	Pierce County Library Sytem	Library	202 Washington Ave S	Orting		98360	US	[+1] 253-548-3312	http://www.piercecountylibrary.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2025278	47.09678674
Port Townsend Public Library	Jefferson	Port Townsend Public Library	Library	1220 Lawrence St	Port Townsend		98368-6527	US	[+1] 360-385-3181	http://ptpubliclibrary.org/	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.7629598	48.11651457
Brier Library	Snohomish	Sno-Isle Libraries	Library	23303 Brier Rd	Brier		98036-8247	US	[+1] 425-483-0888	http://www.sno-isle.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2742397	47.78702539
Vista Hermosa Library	Walla Walla	Walla Walla Rural Library District	Library	76 Sara Lynne Ln	Prescott		99348	US	[+1] 509-749-2099	http://www.wwrurallibrary.com/branches/vistahermosa	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.7199291	46.31168071
Downtown Spokane Library	Spokane	Spokane Public Library	Library	906 W Main Ave	Spokane		99201-0976	US	[+1] 509-444-5334	http://www.spokanelibrary.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.4253022	47.65903388
Burbank Library	Walla Walla	Walla Walla Rural Library District	Library	875 Lake Rd	Burbank		99323-9596	US	[+1] 509-545-6549	http://www.wwrurallibrary.com/branches/burbank	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.9923259	46.20957858
Clallam Bay Library	Clallam	North Olympic Library System	Library	16990 Hwy 12	Clallam Bay		98326	US	[+1] 360-963-2414	http://www.nols.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-124.26015	48.25371
Ellensburg Public Library	Kittitas	Ellensburg Public Library	Library	209 N Ruby St	Ellensburg		98926-3338	US	[+1] 509-962-7250	http://www.ellensburglibrary.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.5445017	46.99434497
Union Gap Library	Yakima	Yakima Valley Libraries	Library	3104 1st St	Union Gap		98903-1817	US	[+1] 509-452-4252	http://www.yvl.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-120.4766119	46.55717713
Oakville Timberland Library	Grays Harbor	Timberland Regional Library	Library	204 Main Street	Oakville		98568-0079	US	[+1] 360-273-5305	http://www.trl.org/Locations/Pages/Locations.aspx	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-123.2328082	46.83990232
Pateros Community Library	Okanogan	North Central Regional Library	Library	174 Pateros Mall	Pateros		98846	US	[+1] 509-923-2298	http://www.ncrl.org/pateros.htm	English, Russian, Spanish	Adaptive Laptops	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-119.902064	48.05236179
Southcenter Library Connection	King	King County Library System	Library	633 Southcenter Mall	Tukwila		98188-2816	US	[+1] 206-242-6044	http://www.kcls.org/southcenter/	English, Language Line Services	Adaptive Laptops	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2602023	47.46063762
Duvall Library	King	King County Library System	Library	15619 NE Main St	Duvall		98019-0339	US	[+1] 425-788-1173	http://www.kcls.org/duvall/	English, Language Line Services	Adaptive Laptops	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-121.98614	47.74048
Barkley Library	Whatcom	Bellingham Public Library	Library	3111 Newmarket St. Suite 103	Bellingham		98226	US	[+1] 360-778-7325	http://www.bellinghampubliclibrary.org	English	Adaptive Laptops	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.4435821	48.7719359
Greenwood Branch	King	Seattle Public Library	Library	8016 Greenwood Ave. N.	Seattle		98103	US	[+1] 206-684-4086	http://www.spl.org/locations/greenwood-branch/gwd-computers-and-equipment	Amharic, English, Spanish, Language Line Services	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3552777	47.68732655
Mercer Island Library	King	King County Library System	Library	4400 88th Ave SE	Mercer Island		98040	US	[+1] 206-236-3537	http://www.kcls.org/mercerisland/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2215205	47.56723972
Asotin County Library	Asotin	Asotin County Library	Library	417 Sycamore St	Clarkston		99403-2666	US	[+1] 509-758-5454	http://www.aclib.org/	English	Computer, Wi-Fi	None	Adults, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.0431448	46.41264463
Bothell Library	King	King County Library System	Library	18215 98th Ave NE	Bothell		98011-3336	US	[+1] 425-486-7811	http://www.kcls.org/bothell/	English, Language Line Services	Computer, Wi-Fi	Blind/LV	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2097134	47.76045043
Sumner Library	Pierce	Pierce County Library Sytem	Library	1116 Fryar Ave	Sumner		98498-2235	US	[+1] 253-548-3306	http://www.piercecountylibrary.org	English, Spanish	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.2438551	47.20442113
Columbia Branch	King	Seattle Public Library	Library	21 Rainier Ave. S.	Seattle		98118	US	[+1] 206-386-1908	http://www.spl.org/locations/columbia-branch/col-computers-and-equipment	English, Vietnamese, Language Line Services	Computer, Wi-Fi	Blind/LV, Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.32944	47.60356
Moran Prairie Library	Spokane	Spokane County Library District	Library	6004 S Regal St	Spokane		99223-6946	US	[+1] 509-893-8340	http://www.scld.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.368591	47.5994448
Liberty Lake Municipal Library	Spokane	Liberty Lake Municipal Library	Library	23123 E. Mission Avenue	Liberty Lake		99019	US	[+1] 509-232-2510	http://www.libertylakewa.gov/library/	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.0956645	47.67134646
Multimedia Resources and Training Institute	King	Multimedia Resources and Training Institute	Human Services/Non-profit (non-residential)K-12 Education	2301 S Jackson Street Suite 103	Seattle		98144	US	[+1] 206-838-6359	http://mmrtiseattle.org/	Tigrinya	Computer	None	Adults, Immigrants/Refugees, Low Income, Youth: Teen	Limited Users	-122.3022331	47.5992281
Blaine Public Library	Whatcom	Whatcom County Library System	Library	610 3rd St	Blaine		98230-4022	US	[+1] 360-332-8146	http://www.wcls.org	English	Computer, Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.7497473	48.99471595
Republic Community Library	Ferry	North Central Regional Library	Library	794 S Clark Ave	Republic		99166	US	[+1] 509-775-3328	http://www.ncrl.org/republic.htm	English, Russian, Spanish	Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-118.737638	48.6457911
Ocean Shores Public Library	Grays Harbor	Ocean Shores Public Library	Library	573 Point Brown Ave NW	Ocean Shores		98569	US	[+1] 360-289-3919	http://oslibrary.info/	English	Wi-Fi	Wheelchair accessible	Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-124.1607998	47.001265
Westport Timberland Library	Grays Harbor	Timberland Regional Library	Library	101 E. Harms Drive	Westport		98595-1410	US	[+1] 360-268-0521	http://www.trl.org/Locations/Pages/Locations.aspx	English	Wi-Fi	None	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-124.10424	46.89078
South Park Computer Lab	King	Associated Recreation Council - RecTech	Government/Public Community Center	8319 8th Ave S	Seattle		98108	US	[+1] 206-615-0981	http://www.seattle.gov/parks/rectech/labs/south_park/	English, Spanish	Computer, Wi-Fi	None	Adults, Immigrants/Refugees, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-122.3229509	47.52883404
Fairfield Library	Spokane	Spokane County Library District	Library	305 E Main	Fairfield		99012	US	[+1] 509-893-8320	http://www.scld.org	English	Computer, Wi-Fi	Wheelchair accessible	Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen	All Public	-117.1704281	47.38531404
